Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24.00,No,Travel_Rarely,1371.00,Sales,10.00,4.00,Marketing,1.00,507.00,4.00,Female,77.00,3.00,2.00,Sales Executive,3.00,Divorced,4260.00,5915.00,1.00,Y,Yes,12.00,3.00,4.00,80.00,1.00,5.00,2.00,4.00,5.00,2.00,0.00,3.00
30.00,No,Travel_Rarely,202.00,Sales,2.00,1.00,Technical Degree,1.00,508.00,3.00,Male,72.00,3.00,1.00,Sales Representative,2.00,Married,2476.00,17434.00,1.00,Y,No,18.00,3.00,1.00,80.00,1.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
26.00,Yes,Travel_Frequently,575.00,Research & Development,3.00,1.00,Technical Degree,1.00,510.00,3.00,Male,73.00,3.00,1.00,Research Scientist,1.00,Single,3102.00,6582.00,0.00,Y,No,22.00,4.00,3.00,80.00,0.00,7.00,2.00,3.00,6.00,4.00,0.00,4.00
22.00,No,Travel_Rarely,253.00,Research & Development,11.00,3.00,Medical,1.00,511.00,1.00,Female,43.00,3.00,1.00,Research Scientist,2.00,Married,2244.00,24440.00,1.00,Y,No,13.00,3.00,4.00,80.00,1.00,2.00,1.00,3.00,2.00,1.00,1.00,2.00
36.00,No,Travel_Rarely,164.00,Sales,2.00,2.00,Medical,1.00,513.00,2.00,Male,61.00,2.00,3.00,Sales Executive,3.00,Married,7596.00,3809.00,1.00,Y,No,13.00,3.00,2.00,80.00,2.00,10.00,2.00,3.00,10.00,9.00,9.00,0.00
30.00,Yes,Travel_Frequently,464.00,Research & Development,4.00,3.00,Technical Degree,1.00,514.00,3.00,Male,40.00,3.00,1.00,Research Scientist,4.00,Single,2285.00,3427.00,9.00,Y,Yes,23.00,4.00,3.00,80.00,0.00,3.00,4.00,3.00,1.00,0.00,0.00,0.00
37.00,No,Travel_Rarely,1107.00,Research & Development,14.00,3.00,Life Sciences,1.00,515.00,4.00,Female,95.00,3.00,1.00,Laboratory Technician,1.00,Divorced,3034.00,26914.00,1.00,Y,No,12.00,3.00,3.00,80.00,1.00,18.00,2.00,2.00,18.00,7.00,12.00,17.00
40.00,No,Travel_Rarely,759.00,Sales,2.00,2.00,Marketing,1.00,516.00,4.00,Female,46.00,3.00,2.00,Sales Executive,2.00,Divorced,5715.00,22553.00,7.00,Y,No,12.00,3.00,3.00,80.00,2.00,8.00,5.00,3.00,5.00,4.00,1.00,3.00
42.00,No,Travel_Rarely,201.00,Research & Development,1.00,4.00,Life Sciences,1.00,517.00,2.00,Female,95.00,3.00,1.00,Laboratory Technician,1.00,Divorced,2576.00,20490.00,3.00,Y,No,16.00,3.00,2.00,80.00,1.00,8.00,5.00,3.00,5.00,2.00,1.00,2.00
37.00,No,Travel_Rarely,1305.00,Research & Development,10.00,4.00,Life Sciences,1.00,518.00,3.00,Male,49.00,3.00,2.00,Manufacturing Director,2.00,Single,4197.00,21123.00,2.00,Y,Yes,12.00,3.00,4.00,80.00,0.00,18.00,2.00,2.00,1.00,0.00,0.00,1.00
43.00,No,Travel_Rarely,982.00,Research & Development,12.00,3.00,Life Sciences,1.00,520.00,1.00,Male,59.00,2.00,4.00,Research Director,2.00,Divorced,14336.00,4345.00,1.00,Y,No,11.00,3.00,3.00,80.00,1.00,25.00,3.00,3.00,25.00,10.00,3.00,9.00
40.00,No,Travel_Rarely,555.00,Research & Development,2.00,3.00,Medical,1.00,521.00,2.00,Female,78.00,2.00,2.00,Laboratory Technician,3.00,Married,3448.00,13436.00,6.00,Y,No,22.00,4.00,2.00,80.00,1.00,20.00,3.00,3.00,1.00,0.00,0.00,0.00
54.00,No,Travel_Rarely,821.00,Research & Development,5.00,2.00,Medical,1.00,522.00,1.00,Male,86.00,3.00,5.00,Research Director,1.00,Married,19406.00,8509.00,4.00,Y,No,11.00,3.00,3.00,80.00,1.00,24.00,4.00,2.00,4.00,2.00,1.00,2.00
34.00,No,Non-Travel,1381.00,Sales,4.00,4.00,Marketing,1.00,523.00,3.00,Female,72.00,3.00,2.00,Sales Executive,3.00,Married,6538.00,12740.00,9.00,Y,No,15.00,3.00,1.00,80.00,1.00,6.00,3.00,3.00,3.00,2.00,1.00,2.00
31.00,No,Travel_Rarely,480.00,Research & Development,7.00,2.00,Medical,1.00,524.00,2.00,Female,31.00,3.00,2.00,Manufacturing Director,1.00,Married,4306.00,4156.00,1.00,Y,No,12.00,3.00,2.00,80.00,1.00,13.00,5.00,1.00,13.00,10.00,3.00,12.00
43.00,No,Travel_Frequently,313.00,Research & Development,21.00,3.00,Medical,1.00,525.00,4.00,Male,61.00,3.00,1.00,Laboratory Technician,4.00,Married,2258.00,15238.00,7.00,Y,No,20.00,4.00,1.00,80.00,1.00,8.00,1.00,3.00,3.00,2.00,1.00,2.00
43.00,No,Travel_Rarely,1473.00,Research & Development,8.00,4.00,Other,1.00,526.00,3.00,Female,74.00,3.00,2.00,Healthcare Representative,3.00,Divorced,4522.00,2227.00,4.00,Y,Yes,14.00,3.00,4.00,80.00,0.00,8.00,3.00,3.00,5.00,2.00,0.00,2.00
25.00,No,Travel_Rarely,891.00,Sales,4.00,2.00,Life Sciences,1.00,527.00,2.00,Female,99.00,2.00,2.00,Sales Executive,4.00,Single,4487.00,12090.00,1.00,Y,Yes,11.00,3.00,2.00,80.00,0.00,5.00,3.00,3.00,5.00,4.00,1.00,3.00
37.00,No,Non-Travel,1063.00,Research & Development,25.00,5.00,Medical,1.00,529.00,2.00,Female,72.00,3.00,2.00,Research Scientist,3.00,Married,4449.00,23866.00,3.00,Y,Yes,15.00,3.00,1.00,80.00,2.00,15.00,2.00,3.00,13.00,11.00,10.00,7.00
31.00,No,Travel_Rarely,329.00,Research & Development,1.00,2.00,Life Sciences,1.00,530.00,4.00,Male,98.00,2.00,1.00,Laboratory Technician,1.00,Married,2218.00,16193.00,1.00,Y,No,12.00,3.00,3.00,80.00,1.00,4.00,3.00,3.00,4.00,2.00,3.00,2.00
39.00,No,Travel_Frequently,1218.00,Research & Development,1.00,1.00,Life Sciences,1.00,531.00,2.00,Male,52.00,3.00,5.00,Manager,3.00,Divorced,19197.00,8213.00,1.00,Y,Yes,14.00,3.00,3.00,80.00,1.00,21.00,3.00,3.00,21.00,8.00,1.00,6.00
56.00,No,Travel_Frequently,906.00,Sales,6.00,3.00,Life Sciences,1.00,532.00,3.00,Female,86.00,4.00,4.00,Sales Executive,1.00,Married,13212.00,18256.00,9.00,Y,No,11.00,3.00,4.00,80.00,3.00,36.00,0.00,2.00,7.00,7.00,7.00,7.00
30.00,No,Travel_Rarely,1082.00,Sales,12.00,3.00,Technical Degree,1.00,533.00,2.00,Female,83.00,3.00,2.00,Sales Executive,3.00,Single,6577.00,19558.00,0.00,Y,No,11.00,3.00,2.00,80.00,0.00,6.00,6.00,3.00,5.00,4.00,4.00,4.00
41.00,No,Travel_Rarely,645.00,Sales,1.00,3.00,Marketing,1.00,534.00,2.00,Male,49.00,4.00,3.00,Sales Executive,1.00,Married,8392.00,19566.00,1.00,Y,No,16.00,3.00,3.00,80.00,1.00,10.00,2.00,3.00,10.00,7.00,0.00,7.00
28.00,No,Travel_Rarely,1300.00,Research & Development,17.00,2.00,Medical,1.00,536.00,3.00,Male,79.00,3.00,2.00,Laboratory Technician,1.00,Divorced,4558.00,13535.00,1.00,Y,No,12.00,3.00,4.00,80.00,1.00,10.00,2.00,3.00,10.00,0.00,1.00,8.00
25.00,Yes,Travel_Rarely,688.00,Research & Development,3.00,3.00,Medical,1.00,538.00,1.00,Male,91.00,3.00,1.00,Laboratory Technician,1.00,Married,4031.00,9396.00,5.00,Y,No,13.00,3.00,3.00,80.00,1.00,6.00,5.00,3.00,2.00,2.00,0.00,2.00
52.00,No,Travel_Rarely,319.00,Research & Development,3.00,3.00,Medical,1.00,543.00,4.00,Male,39.00,2.00,3.00,Manufacturing Director,3.00,Married,7969.00,19609.00,2.00,Y,Yes,14.00,3.00,3.00,80.00,0.00,28.00,4.00,3.00,5.00,4.00,0.00,4.00
45.00,No,Travel_Rarely,192.00,Research & Development,10.00,2.00,Life Sciences,1.00,544.00,1.00,Male,69.00,3.00,1.00,Research Scientist,4.00,Married,2654.00,9655.00,3.00,Y,No,21.00,4.00,4.00,80.00,2.00,8.00,3.00,2.00,2.00,2.00,0.00,2.00
52.00,No,Travel_Rarely,1490.00,Research & Development,4.00,2.00,Life Sciences,1.00,546.00,4.00,Female,30.00,3.00,4.00,Manager,4.00,Married,16555.00,10310.00,2.00,Y,No,13.00,3.00,4.00,80.00,0.00,31.00,2.00,1.00,5.00,2.00,1.00,4.00
42.00,No,Travel_Frequently,532.00,Research & Development,29.00,2.00,Life Sciences,1.00,547.00,1.00,Female,92.00,3.00,2.00,Research Scientist,3.00,Divorced,4556.00,12932.00,2.00,Y,No,11.00,3.00,2.00,80.00,1.00,19.00,3.00,3.00,5.00,4.00,0.00,2.00
30.00,No,Travel_Rarely,317.00,Research & Development,2.00,3.00,Life Sciences,1.00,548.00,3.00,Female,43.00,1.00,2.00,Manufacturing Director,4.00,Single,6091.00,24793.00,2.00,Y,No,20.00,4.00,3.00,80.00,0.00,11.00,2.00,3.00,5.00,4.00,0.00,2.00
60.00,No,Travel_Rarely,422.00,Research & Development,7.00,3.00,Life Sciences,1.00,549.00,1.00,Female,41.00,3.00,5.00,Manager,1.00,Married,19566.00,3854.00,5.00,Y,No,11.00,3.00,4.00,80.00,0.00,33.00,5.00,1.00,29.00,8.00,11.00,10.00
46.00,No,Travel_Rarely,1485.00,Research & Development,18.00,3.00,Medical,1.00,550.00,3.00,Female,87.00,3.00,2.00,Manufacturing Director,3.00,Divorced,4810.00,26314.00,2.00,Y,No,14.00,3.00,3.00,80.00,1.00,19.00,5.00,2.00,10.00,7.00,0.00,8.00
42.00,No,Travel_Frequently,1368.00,Research & Development,28.00,4.00,Technical Degree,1.00,551.00,4.00,Female,88.00,2.00,2.00,Healthcare Representative,4.00,Married,4523.00,4386.00,0.00,Y,No,11.00,3.00,4.00,80.00,3.00,7.00,4.00,4.00,6.00,5.00,0.00,4.00
24.00,Yes,Travel_Rarely,1448.00,Sales,1.00,1.00,Technical Degree,1.00,554.00,1.00,Female,62.00,3.00,1.00,Sales Representative,2.00,Single,3202.00,21972.00,1.00,Y,Yes,16.00,3.00,2.00,80.00,0.00,6.00,4.00,3.00,5.00,3.00,1.00,4.00
34.00,Yes,Travel_Frequently,296.00,Sales,6.00,2.00,Marketing,1.00,555.00,4.00,Female,33.00,1.00,1.00,Sales Representative,3.00,Divorced,2351.00,12253.00,0.00,Y,No,16.00,3.00,4.00,80.00,1.00,3.00,3.00,2.00,2.00,2.00,1.00,0.00
38.00,No,Travel_Frequently,1490.00,Research & Development,2.00,2.00,Life Sciences,1.00,556.00,4.00,Male,42.00,3.00,1.00,Laboratory Technician,4.00,Married,1702.00,12106.00,1.00,Y,Yes,23.00,4.00,3.00,80.00,1.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
40.00,No,Travel_Rarely,1398.00,Sales,2.00,4.00,Life Sciences,1.00,558.00,3.00,Female,79.00,3.00,5.00,Manager,3.00,Married,18041.00,13022.00,0.00,Y,No,14.00,3.00,4.00,80.00,0.00,21.00,2.00,3.00,20.00,15.00,1.00,12.00
26.00,No,Travel_Rarely,1349.00,Research & Development,23.00,3.00,Life Sciences,1.00,560.00,1.00,Female,90.00,3.00,1.00,Research Scientist,4.00,Divorced,2886.00,3032.00,1.00,Y,No,22.00,4.00,2.00,80.00,2.00,3.00,3.00,1.00,3.00,2.00,0.00,2.00
30.00,No,Non-Travel,1400.00,Research & Development,3.00,3.00,Life Sciences,1.00,562.00,3.00,Male,53.00,3.00,1.00,Laboratory Technician,4.00,Married,2097.00,16734.00,4.00,Y,No,15.00,3.00,3.00,80.00,1.00,9.00,3.00,1.00,5.00,3.00,1.00,4.00
29.00,No,Travel_Rarely,986.00,Research & Development,3.00,4.00,Medical,1.00,564.00,2.00,Male,93.00,2.00,3.00,Research Director,3.00,Married,11935.00,21526.00,1.00,Y,No,18.00,3.00,3.00,80.00,0.00,10.00,2.00,3.00,10.00,2.00,0.00,7.00
29.00,Yes,Travel_Rarely,408.00,Research & Development,25.00,5.00,Technical Degree,1.00,565.00,3.00,Female,71.00,2.00,1.00,Research Scientist,2.00,Married,2546.00,18300.00,5.00,Y,No,16.00,3.00,2.00,80.00,0.00,6.00,2.00,4.00,2.00,2.00,1.00,1.00
19.00,Yes,Travel_Rarely,489.00,Human Resources,2.00,2.00,Technical Degree,1.00,566.00,1.00,Male,52.00,2.00,1.00,Human Resources,4.00,Single,2564.00,18437.00,1.00,Y,No,12.00,3.00,3.00,80.00,0.00,1.00,3.00,4.00,1.00,0.00,0.00,0.00
30.00,No,Non-Travel,1398.00,Sales,22.00,4.00,Other,1.00,567.00,3.00,Female,69.00,3.00,3.00,Sales Executive,1.00,Married,8412.00,2890.00,0.00,Y,No,11.00,3.00,3.00,80.00,0.00,10.00,3.00,3.00,9.00,8.00,7.00,8.00
57.00,No,Travel_Rarely,210.00,Sales,29.00,3.00,Marketing,1.00,568.00,1.00,Male,56.00,2.00,4.00,Manager,4.00,Divorced,14118.00,22102.00,3.00,Y,No,12.00,3.00,3.00,80.00,1.00,32.00,3.00,2.00,1.00,0.00,0.00,0.00
50.00,No,Travel_Rarely,1099.00,Research & Development,29.00,4.00,Life Sciences,1.00,569.00,2.00,Male,88.00,2.00,4.00,Manager,3.00,Married,17046.00,9314.00,0.00,Y,No,15.00,3.00,2.00,80.00,1.00,28.00,2.00,3.00,27.00,10.00,15.00,7.00
30.00,No,Non-Travel,1116.00,Research & Development,2.00,3.00,Medical,1.00,571.00,3.00,Female,49.00,3.00,1.00,Laboratory Technician,4.00,Single,2564.00,7181.00,0.00,Y,No,14.00,3.00,3.00,80.00,0.00,12.00,2.00,2.00,11.00,7.00,6.00,7.00
60.00,No,Travel_Frequently,1499.00,Sales,28.00,3.00,Marketing,1.00,573.00,3.00,Female,80.00,2.00,3.00,Sales Executive,1.00,Married,10266.00,2845.00,4.00,Y,No,19.00,3.00,4.00,80.00,0.00,22.00,5.00,4.00,18.00,13.00,13.00,11.00
47.00,No,Travel_Rarely,983.00,Research & Development,2.00,2.00,Medical,1.00,574.00,1.00,Female,65.00,3.00,2.00,Manufacturing Director,4.00,Divorced,5070.00,7389.00,5.00,Y,No,13.00,3.00,3.00,80.00,3.00,20.00,2.00,3.00,5.00,0.00,0.00,4.00
46.00,No,Travel_Rarely,1009.00,Research & Development,2.00,3.00,Life Sciences,1.00,575.00,1.00,Male,51.00,3.00,4.00,Research Director,3.00,Married,17861.00,2288.00,6.00,Y,No,13.00,3.00,3.00,80.00,0.00,26.00,2.00,1.00,3.00,2.00,0.00,1.00
35.00,No,Travel_Rarely,144.00,Research & Development,22.00,3.00,Life Sciences,1.00,577.00,4.00,Male,46.00,1.00,1.00,Laboratory Technician,3.00,Single,4230.00,19225.00,0.00,Y,No,15.00,3.00,3.00,80.00,0.00,6.00,2.00,3.00,5.00,4.00,4.00,3.00
54.00,No,Travel_Rarely,548.00,Research & Development,8.00,4.00,Life Sciences,1.00,578.00,3.00,Female,42.00,3.00,2.00,Laboratory Technician,3.00,Single,3780.00,23428.00,7.00,Y,No,11.00,3.00,3.00,80.00,0.00,19.00,3.00,3.00,1.00,0.00,0.00,0.00
34.00,No,Travel_Rarely,1303.00,Research & Development,2.00,4.00,Life Sciences,1.00,579.00,4.00,Male,62.00,2.00,1.00,Research Scientist,3.00,Divorced,2768.00,8416.00,3.00,Y,No,12.00,3.00,3.00,80.00,1.00,14.00,3.00,3.00,7.00,3.00,5.00,7.00
46.00,No,Travel_Rarely,1125.00,Sales,10.00,3.00,Marketing,1.00,580.00,3.00,Female,94.00,2.00,3.00,Sales Executive,4.00,Married,9071.00,11563.00,2.00,Y,Yes,19.00,3.00,3.00,80.00,1.00,15.00,3.00,3.00,3.00,2.00,1.00,2.00
31.00,No,Travel_Rarely,1274.00,Research & Development,9.00,1.00,Life Sciences,1.00,581.00,3.00,Male,33.00,3.00,3.00,Manufacturing Director,2.00,Divorced,10648.00,14394.00,1.00,Y,No,25.00,4.00,4.00,80.00,1.00,13.00,6.00,4.00,13.00,8.00,0.00,8.00
33.00,Yes,Travel_Rarely,1277.00,Research & Development,15.00,1.00,Medical,1.00,582.00,2.00,Male,56.00,3.00,3.00,Manager,3.00,Married,13610.00,24619.00,7.00,Y,Yes,12.00,3.00,4.00,80.00,0.00,15.00,2.00,4.00,7.00,6.00,7.00,7.00
33.00,Yes,Travel_Rarely,587.00,Research & Development,10.00,1.00,Medical,1.00,584.00,1.00,Male,38.00,1.00,1.00,Laboratory Technician,4.00,Divorced,3408.00,6705.00,7.00,Y,No,13.00,3.00,1.00,80.00,3.00,8.00,2.00,3.00,4.00,3.00,1.00,3.00
30.00,No,Travel_Rarely,413.00,Sales,7.00,1.00,Marketing,1.00,585.00,4.00,Male,57.00,3.00,1.00,Sales Representative,2.00,Single,2983.00,18398.00,0.00,Y,No,14.00,3.00,1.00,80.00,0.00,4.00,3.00,3.00,3.00,2.00,1.00,2.00
35.00,No,Travel_Rarely,1276.00,Research & Development,16.00,3.00,Life Sciences,1.00,586.00,4.00,Male,72.00,3.00,3.00,Healthcare Representative,3.00,Married,7632.00,14295.00,4.00,Y,Yes,12.00,3.00,3.00,80.00,0.00,10.00,2.00,3.00,8.00,7.00,0.00,0.00
31.00,Yes,Travel_Frequently,534.00,Research & Development,20.00,3.00,Life Sciences,1.00,587.00,1.00,Male,66.00,3.00,3.00,Healthcare Representative,3.00,Married,9824.00,22908.00,3.00,Y,No,12.00,3.00,1.00,80.00,0.00,12.00,2.00,3.00,1.00,0.00,0.00,0.00
34.00,Yes,Travel_Frequently,988.00,Human Resources,23.00,3.00,Human Resources,1.00,590.00,2.00,Female,43.00,3.00,3.00,Human Resources,1.00,Divorced,9950.00,11533.00,9.00,Y,Yes,15.00,3.00,3.00,80.00,3.00,11.00,2.00,3.00,3.00,2.00,0.00,2.00
42.00,No,Travel_Frequently,1474.00,Research & Development,5.00,2.00,Other,1.00,591.00,2.00,Male,97.00,3.00,1.00,Laboratory Technician,3.00,Married,2093.00,9260.00,4.00,Y,No,17.00,3.00,4.00,80.00,1.00,8.00,4.00,3.00,2.00,2.00,2.00,0.00
36.00,No,Non-Travel,635.00,Sales,10.00,4.00,Medical,1.00,592.00,2.00,Male,32.00,3.00,3.00,Sales Executive,4.00,Single,9980.00,15318.00,1.00,Y,No,14.00,3.00,4.00,80.00,0.00,10.00,3.00,2.00,10.00,3.00,9.00,7.00
22.00,Yes,Travel_Frequently,1368.00,Research & Development,4.00,1.00,Technical Degree,1.00,593.00,3.00,Male,99.00,2.00,1.00,Laboratory Technician,3.00,Single,3894.00,9129.00,5.00,Y,No,16.00,3.00,3.00,80.00,0.00,4.00,3.00,3.00,2.00,2.00,1.00,2.00
48.00,No,Travel_Rarely,163.00,Sales,2.00,5.00,Marketing,1.00,595.00,2.00,Female,37.00,3.00,2.00,Sales Executive,4.00,Married,4051.00,19658.00,2.00,Y,No,14.00,3.00,1.00,80.00,1.00,14.00,2.00,3.00,9.00,7.00,6.00,7.00
55.00,No,Travel_Rarely,1117.00,Sales,18.00,5.00,Life Sciences,1.00,597.00,1.00,Female,83.00,3.00,4.00,Manager,2.00,Single,16835.00,9873.00,3.00,Y,No,23.00,4.00,4.00,80.00,0.00,37.00,2.00,3.00,10.00,9.00,7.00,7.00
41.00,No,Non-Travel,267.00,Sales,10.00,2.00,Life Sciences,1.00,599.00,4.00,Male,56.00,3.00,2.00,Sales Executive,4.00,Single,6230.00,13430.00,7.00,Y,No,14.00,3.00,4.00,80.00,0.00,16.00,3.00,3.00,14.00,3.00,1.00,10.00
35.00,No,Travel_Rarely,619.00,Sales,1.00,3.00,Marketing,1.00,600.00,2.00,Male,85.00,3.00,2.00,Sales Executive,3.00,Married,4717.00,18659.00,9.00,Y,No,11.00,3.00,3.00,80.00,0.00,15.00,2.00,3.00,11.00,9.00,6.00,9.00
40.00,No,Travel_Rarely,302.00,Research & Development,6.00,3.00,Life Sciences,1.00,601.00,2.00,Female,75.00,3.00,4.00,Manufacturing Director,3.00,Single,13237.00,20364.00,7.00,Y,No,15.00,3.00,3.00,80.00,0.00,22.00,3.00,3.00,20.00,6.00,5.00,13.00
39.00,No,Travel_Frequently,443.00,Research & Development,8.00,1.00,Life Sciences,1.00,602.00,3.00,Female,48.00,3.00,1.00,Laboratory Technician,3.00,Married,3755.00,17872.00,1.00,Y,No,11.00,3.00,1.00,80.00,1.00,8.00,3.00,3.00,8.00,3.00,0.00,7.00
31.00,No,Travel_Rarely,828.00,Sales,2.00,1.00,Life Sciences,1.00,604.00,2.00,Male,77.00,3.00,2.00,Sales Executive,4.00,Single,6582.00,8346.00,4.00,Y,Yes,13.00,3.00,3.00,80.00,0.00,10.00,2.00,4.00,6.00,5.00,0.00,5.00
42.00,No,Travel_Rarely,319.00,Research & Development,24.00,3.00,Medical,1.00,605.00,4.00,Male,56.00,3.00,3.00,Manufacturing Director,1.00,Married,7406.00,6950.00,1.00,Y,Yes,21.00,4.00,4.00,80.00,1.00,10.00,5.00,2.00,10.00,9.00,5.00,8.00
45.00,No,Travel_Rarely,561.00,Sales,2.00,3.00,Other,1.00,606.00,4.00,Male,61.00,3.00,2.00,Sales Executive,2.00,Married,4805.00,16177.00,0.00,Y,No,19.00,3.00,2.00,80.00,1.00,9.00,3.00,4.00,8.00,7.00,3.00,7.00
26.00,Yes,Travel_Frequently,426.00,Human Resources,17.00,4.00,Life Sciences,1.00,608.00,2.00,Female,58.00,3.00,1.00,Human Resources,3.00,Divorced,2741.00,22808.00,0.00,Y,Yes,11.00,3.00,2.00,80.00,1.00,8.00,2.00,2.00,7.00,7.00,1.00,0.00
29.00,No,Travel_Rarely,232.00,Research & Development,19.00,3.00,Technical Degree,1.00,611.00,4.00,Male,34.00,3.00,2.00,Manufacturing Director,4.00,Divorced,4262.00,22645.00,4.00,Y,No,12.00,3.00,2.00,80.00,2.00,8.00,2.00,4.00,3.00,2.00,1.00,2.00
33.00,No,Travel_Rarely,922.00,Research & Development,1.00,5.00,Medical,1.00,612.00,1.00,Female,95.00,4.00,4.00,Research Director,3.00,Divorced,16184.00,22578.00,4.00,Y,No,19.00,3.00,3.00,80.00,1.00,10.00,2.00,3.00,6.00,1.00,0.00,5.00
31.00,No,Travel_Rarely,688.00,Sales,7.00,3.00,Life Sciences,1.00,613.00,3.00,Male,44.00,2.00,3.00,Manager,4.00,Divorced,11557.00,25291.00,9.00,Y,No,21.00,4.00,3.00,80.00,1.00,10.00,3.00,2.00,5.00,4.00,0.00,1.00
18.00,Yes,Travel_Frequently,1306.00,Sales,5.00,3.00,Marketing,1.00,614.00,2.00,Male,69.00,3.00,1.00,Sales Representative,2.00,Single,1878.00,8059.00,1.00,Y,Yes,14.00,3.00,4.00,80.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
40.00,No,Non-Travel,1094.00,Sales,28.00,3.00,Other,1.00,615.00,3.00,Male,58.00,1.00,3.00,Sales Executive,1.00,Divorced,10932.00,11373.00,3.00,Y,No,15.00,3.00,3.00,80.00,1.00,20.00,2.00,3.00,1.00,0.00,0.00,1.00
41.00,No,Non-Travel,509.00,Research & Development,2.00,4.00,Other,1.00,616.00,1.00,Female,62.00,2.00,2.00,Healthcare Representative,3.00,Single,6811.00,2112.00,2.00,Y,Yes,17.00,3.00,1.00,80.00,0.00,10.00,3.00,3.00,8.00,7.00,0.00,7.00
26.00,No,Travel_Rarely,775.00,Sales,29.00,2.00,Medical,1.00,618.00,1.00,Male,45.00,3.00,2.00,Sales Executive,3.00,Divorced,4306.00,4267.00,5.00,Y,No,12.00,3.00,1.00,80.00,2.00,8.00,5.00,3.00,0.00,0.00,0.00,0.00
35.00,No,Travel_Rarely,195.00,Sales,1.00,3.00,Medical,1.00,620.00,1.00,Female,80.00,3.00,2.00,Sales Executive,3.00,Single,4859.00,6698.00,1.00,Y,No,16.00,3.00,4.00,80.00,0.00,5.00,3.00,3.00,5.00,4.00,0.00,3.00
34.00,No,Travel_Rarely,258.00,Sales,21.00,4.00,Life Sciences,1.00,621.00,4.00,Male,74.00,4.00,2.00,Sales Executive,4.00,Single,5337.00,19921.00,1.00,Y,No,12.00,3.00,4.00,80.00,0.00,10.00,3.00,3.00,10.00,7.00,5.00,7.00
26.00,Yes,Travel_Rarely,471.00,Research & Development,24.00,3.00,Technical Degree,1.00,622.00,3.00,Male,66.00,1.00,1.00,Laboratory Technician,4.00,Single,2340.00,23213.00,1.00,Y,Yes,18.00,3.00,2.00,80.00,0.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00
37.00,No,Travel_Rarely,799.00,Research & Development,1.00,3.00,Technical Degree,1.00,623.00,2.00,Female,59.00,3.00,3.00,Manufacturing Director,4.00,Single,7491.00,23848.00,4.00,Y,No,17.00,3.00,4.00,80.00,0.00,12.00,3.00,4.00,6.00,5.00,1.00,2.00
46.00,No,Travel_Frequently,1034.00,Research & Development,18.00,1.00,Medical,1.00,624.00,1.00,Female,86.00,3.00,3.00,Healthcare Representative,3.00,Married,10527.00,8984.00,5.00,Y,No,11.00,3.00,4.00,80.00,0.00,28.00,3.00,2.00,2.00,2.00,1.00,2.00
41.00,No,Travel_Rarely,1276.00,Sales,2.00,5.00,Life Sciences,1.00,625.00,2.00,Female,91.00,3.00,4.00,Manager,1.00,Married,16595.00,5626.00,7.00,Y,No,16.00,3.00,2.00,80.00,1.00,22.00,2.00,3.00,18.00,16.00,11.00,8.00
37.00,No,Non-Travel,142.00,Sales,9.00,4.00,Medical,1.00,626.00,1.00,Male,69.00,3.00,3.00,Sales Executive,2.00,Divorced,8834.00,24666.00,1.00,Y,No,13.00,3.00,4.00,80.00,1.00,9.00,6.00,3.00,9.00,5.00,7.00,7.00
52.00,No,Travel_Rarely,956.00,Research & Development,6.00,2.00,Technical Degree,1.00,630.00,4.00,Male,78.00,3.00,2.00,Research Scientist,1.00,Divorced,5577.00,22087.00,3.00,Y,Yes,12.00,3.00,2.00,80.00,2.00,18.00,3.00,3.00,10.00,9.00,6.00,9.00
32.00,Yes,Non-Travel,1474.00,Sales,11.00,4.00,Other,1.00,631.00,4.00,Male,60.00,4.00,2.00,Sales Executive,3.00,Married,4707.00,23914.00,8.00,Y,No,12.00,3.00,4.00,80.00,0.00,6.00,2.00,3.00,4.00,2.00,1.00,2.00
24.00,No,Travel_Frequently,535.00,Sales,24.00,3.00,Medical,1.00,632.00,4.00,Male,38.00,3.00,1.00,Sales Representative,4.00,Married,2400.00,5530.00,0.00,Y,No,13.00,3.00,3.00,80.00,2.00,3.00,3.00,3.00,2.00,2.00,2.00,1.00
38.00,No,Travel_Rarely,1495.00,Research & Development,10.00,3.00,Medical,1.00,634.00,3.00,Female,76.00,3.00,2.00,Healthcare Representative,3.00,Married,9824.00,22174.00,3.00,Y,No,19.00,3.00,3.00,80.00,1.00,18.00,4.00,3.00,1.00,0.00,0.00,0.00
